Time,PM 1.0 Std,PM 2.5 Std,PM 10 Std.,PM 1.0 Env,PM 2.5 Env,PM 10 Env,> 0.3 um,> 0.5 um,> 1 um,> 2.5 um,> 5 um,> 10 um,Temp (C),Humidity (%)
2024-04-22 07:55:50.123155,0,0,0,0,0,0,204,57,4,0,0,0,23.17416259765624,36.613983154296875
2024-04-22 07:55:52.261949,0,0,0,0,0,0,204,57,4,0,0,0,23.141987304687497,36.613983154296875
2024-04-22 07:55:54.401267,0,0,0,0,0,0,219,62,2,0,0,0,23.141987304687497,36.629241943359375
2024-04-22 07:55:56.541237,0,0,0,0,0,0,213,62,2,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:55:58.681240,0,1,1,0,1,1,216,66,4,0,0,0,23.152712402343745,36.613983154296875
2024-04-22 07:56:00.821179,0,0,0,0,0,0,237,77,4,0,0,0,23.152712402343745,36.598724365234375
2024-04-22 07:56:02.961175,0,0,0,0,0,0,222,70,4,0,0,0,23.152712402343745,36.606353759765625
2024-04-22 07:56:05.101312,0,1,1,0,1,1,231,73,4,0,0,0,23.163437499999993,36.583465576171875
2024-04-22 07:56:07.241229,0,0,0,0,0,0,207,65,4,0,0,0,23.163437499999993,36.591094970703125
2024-04-22 07:56:09.381127,0,1,1,0,1,1,225,69,4,0,0,0,23.152712402343745,36.591094970703125
2024-04-22 07:56:11.521062,0,1,1,0,1,1,225,69,6,0,0,0,23.163437499999993,36.598724365234375
2024-04-22 07:56:13.660963,0,1,1,0,1,1,243,75,6,0,0,0,23.163437499999993,36.606353759765625
2024-04-22 07:56:15.800843,0,0,0,0,0,0,225,65,2,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:56:17.940683,0,0,0,0,0,0,204,56,2,0,0,0,23.17416259765624,36.606353759765625
2024-04-22 07:56:20.080579,0,0,0,0,0,0,198,58,2,0,0,0,23.163437499999993,36.606353759765625
2024-04-22 07:56:22.220564,0,0,0,0,0,0,177,49,2,0,0,0,23.163437499999993,36.591094970703125
2024-04-22 07:56:24.360580,0,0,0,0,0,0,201,55,2,0,0,0,23.163437499999993,36.591094970703125
2024-04-22 07:56:26.500822,0,0,0,0,0,0,177,49,2,0,0,0,23.152712402343745,36.606353759765625
2024-04-22 07:56:28.640769,0,0,0,0,0,0,156,40,0,0,0,0,23.163437499999993,36.598724365234375
2024-04-22 07:56:30.780607,0,0,0,0,0,0,150,40,0,0,0,0,23.152712402343745,36.621612548828125
2024-04-22 07:56:32.920505,0,0,0,0,0,0,144,40,0,0,0,0,23.152712402343745,36.598724365234375
2024-04-22 07:56:35.060616,0,0,0,0,0,0,171,51,0,0,0,0,23.163437499999993,36.598724365234375
2024-04-22 07:56:37.200586,0,0,0,0,0,0,165,49,0,0,0,0,23.152712402343745,36.613983154296875
2024-04-22 07:56:39.340538,0,0,0,0,0,0,159,49,0,0,0,0,23.163437499999993,36.613983154296875
2024-04-22 07:56:41.480796,0,0,0,0,0,0,153,47,0,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:56:43.620673,0,0,0,0,0,0,165,51,2,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:56:45.760632,0,0,0,0,0,0,153,49,2,0,0,0,23.17416259765624,36.629241943359375
2024-04-22 07:56:47.900630,0,0,0,0,0,0,168,47,2,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:56:50.040566,0,0,0,0,0,0,216,58,2,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:56:52.180543,0,0,0,0,0,0,204,49,2,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:56:54.320503,0,0,0,0,0,0,216,53,2,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:56:56.460394,0,0,0,0,0,0,231,57,2,0,0,0,23.17416259765624,36.621612548828125
2024-04-22 07:56:58.600366,0,0,0,0,0,0,252,62,2,0,0,0,23.152712402343745,36.636871337890625
2024-04-22 07:57:00.740390,0,0,0,0,0,0,252,62,0,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:57:02.880376,0,0,0,0,0,0,303,75,0,0,0,0,23.152712402343745,36.636871337890625
2024-04-22 07:57:05.020385,0,0,0,0,0,0,294,79,2,0,0,0,23.152712402343745,36.629241943359375
2024-04-22 07:57:07.160369,0,0,0,0,0,0,273,77,2,0,0,0,23.152712402343745,36.636871337890625
2024-04-22 07:57:09.300374,0,0,0,0,0,0,264,79,6,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:57:11.440344,1,1,1,1,1,1,264,79,6,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:57:13.580310,0,0,0,0,0,0,264,80,10,0,0,0,23.17416259765624,36.644500732421875
2024-04-22 07:57:15.720332,1,1,1,1,1,1,243,75,10,0,0,0,23.141987304687497,36.644500732421875
2024-04-22 07:57:17.860271,1,1,1,1,1,1,255,75,10,0,0,0,23.163437499999993,36.652130126953125
2024-04-22 07:57:20.000395,0,0,0,0,0,0,231,71,12,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:57:22.140870,0,0,0,0,0,0,231,71,12,0,0,0,23.17416259765624,36.636871337890625
2024-04-22 07:57:24.280736,0,0,0,0,0,0,270,78,12,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:57:26.420609,0,1,1,0,1,1,246,70,8,0,0,0,23.152712402343745,36.629241943359375
2024-04-22 07:57:28.560622,0,1,1,0,1,1,246,68,4,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:57:30.700533,0,1,1,0,1,1,246,70,4,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:57:32.840716,0,0,0,0,0,0,240,66,4,0,0,0,23.17416259765624,36.629241943359375
2024-04-22 07:57:34.980689,1,1,1,1,1,1,249,73,4,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:57:37.120611,0,0,0,0,0,0,234,68,0,0,0,0,23.184887695312504,36.629241943359375
2024-04-22 07:57:39.260644,0,0,0,0,0,0,246,72,0,0,0,0,23.17416259765624,36.621612548828125
2024-04-22 07:57:41.400590,0,0,0,0,0,0,180,56,0,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:57:43.540500,0,0,0,0,0,0,198,62,0,0,0,0,23.17416259765624,36.621612548828125
2024-04-22 07:57:45.680530,0,0,0,0,0,0,180,58,0,0,0,0,23.17416259765624,36.613983154296875
2024-04-22 07:57:47.820735,0,0,0,0,0,0,198,62,0,0,0,0,23.17416259765624,36.621612548828125
2024-04-22 07:57:49.960600,0,0,0,0,0,0,210,66,0,0,0,0,23.163437499999993,36.613983154296875
2024-04-22 07:57:52.100582,0,0,0,0,0,0,177,55,0,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:57:54.240561,1,1,1,1,1,1,198,62,0,0,0,0,23.184887695312504,36.606353759765625
2024-04-22 07:57:56.380431,0,0,0,0,0,0,192,60,0,0,0,0,23.17416259765624,36.613983154296875
2024-04-22 07:57:58.520424,1,1,1,1,1,1,186,58,0,0,0,0,23.17416259765624,36.606353759765625
2024-04-22 07:58:00.660412,1,1,1,1,1,1,207,65,0,0,0,0,23.17416259765624,36.606353759765625
2024-04-22 07:58:02.800390,0,0,0,0,0,0,219,66,0,0,0,0,23.17416259765624,36.613983154296875
2024-04-22 07:58:04.940380,1,1,1,1,1,1,195,60,0,0,0,0,23.163437499999993,36.606353759765625
2024-04-22 07:58:07.080409,1,1,1,1,1,1,195,62,0,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:09.220432,0,0,0,0,0,0,186,59,2,0,0,0,23.163437499999993,36.613983154296875
2024-04-22 07:58:11.360438,0,0,0,0,0,0,186,57,2,0,0,0,23.17416259765624,36.613983154296875
2024-04-22 07:58:13.500376,0,0,0,0,0,0,174,53,4,0,0,0,23.163437499999993,36.606353759765625
2024-04-22 07:58:15.640322,0,1,1,0,1,1,201,57,4,0,0,0,23.163437499999993,36.613983154296875
2024-04-22 07:58:17.780385,0,0,0,0,0,0,153,44,4,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:19.920359,0,0,0,0,0,0,168,46,6,0,0,0,23.17416259765624,36.629241943359375
2024-04-22 07:58:22.060387,0,1,1,0,1,1,201,57,8,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:24.200367,0,1,1,0,1,1,189,53,8,0,0,0,23.17416259765624,36.621612548828125
2024-04-22 07:58:26.340277,0,1,1,0,1,1,210,60,8,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:28.480415,0,1,1,0,1,1,198,58,8,0,0,0,23.17416259765624,36.621612548828125
2024-04-22 07:58:30.620370,1,1,1,1,1,1,237,71,6,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:58:32.760313,1,1,1,1,1,1,216,69,6,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:58:34.900311,0,0,0,0,0,0,216,69,10,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:37.040363,0,0,0,0,0,0,216,72,8,0,0,0,23.152712402343745,36.629241943359375
2024-04-22 07:58:39.180525,0,0,0,0,0,0,201,67,6,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:41.320456,0,0,0,0,0,0,189,63,6,0,0,0,23.152712402343745,36.629241943359375
2024-04-22 07:58:43.460377,0,0,0,0,0,0,174,58,6,0,0,0,23.163437499999993,36.621612548828125
2024-04-22 07:58:45.600378,0,0,0,0,0,0,174,56,6,0,0,0,23.152712402343745,36.636871337890625
2024-04-22 07:58:47.740518,0,0,0,0,0,0,129,41,6,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:58:49.880754,0,0,0,0,0,0,117,37,6,0,0,0,23.152712402343745,36.636871337890625
2024-04-22 07:58:52.020758,0,0,0,0,0,0,123,39,2,0,0,0,23.163437499999993,36.644500732421875
2024-04-22 07:58:54.160603,0,0,0,0,0,0,114,36,4,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:58:56.300611,0,0,0,0,0,0,96,30,4,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:58:58.440618,0,0,0,0,0,0,117,37,2,0,0,0,23.163437499999993,36.629241943359375
2024-04-22 07:59:00.580573,0,0,0,0,0,0,111,33,2,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:59:02.720599,0,0,0,0,0,0,111,35,2,0,0,0,23.163437499999993,36.652130126953125
2024-04-22 07:59:04.860623,0,0,0,0,0,0,135,43,4,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:59:07.000661,0,0,0,0,0,0,141,43,4,0,0,0,23.152712402343745,36.652130126953125
2024-04-22 07:59:09.140639,0,0,0,0,0,0,141,43,4,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:59:11.280634,0,0,0,0,0,0,156,48,2,0,0,0,23.163437499999993,36.644500732421875
2024-04-22 07:59:13.420536,0,0,0,0,0,0,201,59,2,0,0,0,23.152712402343745,36.636871337890625
2024-04-22 07:59:15.561355,0,0,0,0,0,0,219,63,6,0,0,0,23.163437499999993,36.659759521484375
2024-04-22 07:59:17.702957,0,0,0,0,0,0,219,65,6,0,0,0,23.163437499999993,36.636871337890625
2024-04-22 07:59:19.844545,0,1,1,0,1,1,231,65,6,0,0,0,23.152712402343745,36.652130126953125
2024-04-22 07:59:21.986246,0,1,1,0,1,1,246,68,4,0,0,0,23.152712402343745,36.644500732421875
2024-04-22 07:59:24.127975,1,1,2,1,1,2,273,77,8,2,2,0,23.152712402343745,36.667388916015625
2024-04-22 07:59:26.267890,1,1,2,1,1,2,279,79,8,2,2,0,23.163437499999993,36.667388916015625
2024-04-22 07:59:28.407900,1,1,2,1,1,2,264,74,8,2,2,0,23.152712402343745,36.675018310546875
2024-04-22 07:59:30.547840,1,1,2,1,1,2,219,63,8,2,2,0,23.152712402343745,36.667388916015625
2024-04-22 07:59:32.687808,0,1,2,0,1,2,219,63,6,2,2,0,23.152712402343745,36.667388916015625
2024-04-22 07:59:34.827870,1,1,2,1,1,2,231,67,6,2,2,0,23.163437499999993,36.659759521484375
2024-04-22 07:59:36.967866,0,1,2,0,1,2,219,67,6,2,2,0,23.152712402343745,36.659759521484375
2024-04-22 07:59:39.107836,0,1,2,0,1,2,213,67,8,2,2,0,23.163437499999993,36.659759521484375
2024-04-22 07:59:41.248016,0,1,1,0,1,1,225,69,4,0,0,0,23.152712402343745,36.652130126953125
2024-04-22 07:59:43.388045,0,1,1,0,1,1,219,67,4,0,0,0,23.163437499999993,36.667388916015625
2024-04-22 07:59:45.527998,0,0,0,0,0,0,213,61,4,0,0,0,23.163437499999993,36.667388916015625
2024-04-22 07:59:47.667944,0,0,0,0,0,0,204,58,6,0,0,0,23.163437499999993,36.659759521484375
2024-04-22 07:59:49.807857,0,0,0,0,0,0,231,63,6,0,0,0,23.152712402343745,36.667388916015625
2024-04-22 07:59:51.947845,1,1,1,1,1,1,258,72,12,0,0,0,23.152712402343745,36.682647705078125
2024-04-22 07:59:54.087861,1,1,1,1,1,1,246,68,12,0,0,0,23.152712402343745,36.682647705078125
2024-04-22 07:59:56.227737,1,1,1,1,1,1,261,72,10,0,0,0,23.141987304687497,36.675018310546875
2024-04-22 07:59:58.367834,1,1,1,1,1,1,222,59,10,0,0,0,23.141987304687497,36.690277099609375
2024-04-22 08:00:00.507920,0,1,1,0,1,1,210,55,10,0,0,0,23.13126220703125,36.682647705078125
2024-04-22 08:00:02.647912,0,1,1,0,1,1,198,55,10,0,0,0,23.13126220703125,36.697906494140625
2024-04-22 08:00:04.787910,0,1,1,0,1,1,198,53,10,0,0,0,23.141987304687497,36.690277099609375
2024-04-22 08:00:06.927926,0,1,1,0,1,1,186,53,8,0,0,0,23.141987304687497,36.690277099609375
2024-04-22 08:00:09.068069,0,0,0,0,0,0,201,55,2,0,0,0,23.141987304687497,36.705535888671875
2024-04-22 08:00:11.208099,0,0,0,0,0,0,219,61,2,0,0,0,23.141987304687497,36.705535888671875
2024-04-22 08:00:13.348075,0,0,0,0,0,0,204,59,2,0,0,0,23.13126220703125,36.705535888671875
2024-04-22 08:00:15.488092,0,0,0,0,0,0,222,67,4,0,0,0,23.141987304687497,36.713165283203125
2024-04-22 08:00:17.628196,1,1,1,1,1,1,255,73,4,0,0,0,23.13126220703125,36.713165283203125
2024-04-22 08:00:19.768198,1,1,1,1,1,1,282,82,6,0,0,0,23.141987304687497,36.705535888671875
2024-04-22 08:00:21.908286,1,1,1,1,1,1,288,86,4,0,0,0,23.141987304687497,36.720794677734375
2024-04-22 08:00:24.048327,1,1,1,1,1,1,261,77,4,0,0,0,23.141987304687497,36.720794677734375
