Time,PM 1.0 Std,PM 2.5 Std,PM 10 Std.,PM 1.0 Env,PM 2.5 Env,PM 10 Env,> 0.3 um,> 0.5 um,> 1 um,> 2.5 um,> 5 um,> 10 um,Temp (C),Humidity (%)
2024-04-23 22:57:19.261459,2,2,3,2,2,3,465,142,6,2,2,0,27.91465576171874,36.392730712890625
2024-04-23 22:57:21.400272,1,1,3,1,1,3,465,144,10,2,2,0,27.925380859375004,36.415618896484375
2024-04-23 22:57:23.539655,2,2,4,2,2,4,480,147,10,2,2,0,27.936105957031252,36.339324951171875
2024-04-23 22:57:25.679623,3,3,4,3,3,4,576,174,12,2,2,0,27.9468310546875,36.270660400390625
2024-04-23 22:57:27.819648,2,2,3,2,2,3,582,178,18,2,2,0,27.95755615234375,36.133331298828125
2024-04-23 22:57:29.959608,3,3,3,3,3,3,570,176,18,0,0,0,27.9468310546875,36.102813720703125
2024-04-23 22:57:32.099583,3,3,3,3,3,3,549,172,16,0,0,0,27.9468310546875,36.217254638671875
2024-04-23 22:57:34.239576,3,3,3,3,3,3,528,163,14,0,0,0,27.95755615234375,36.263031005859375
2024-04-23 22:57:36.379561,1,1,1,1,1,1,474,145,14,0,0,0,27.95755615234375,36.133331298828125
2024-04-23 22:57:38.519415,2,2,2,2,2,2,462,141,10,0,0,0,27.9468310546875,35.934967041015625
2024-04-23 22:57:40.659277,2,2,2,2,2,2,414,127,10,0,0,0,27.95755615234375,35.904449462890625
2024-04-23 22:57:42.799153,0,0,0,0,0,0,312,94,6,0,0,0,27.968281249999997,35.919708251953125
2024-04-23 22:57:44.938997,1,1,1,1,1,1,285,87,6,0,0,0,27.95755615234375,35.973114013671875
2024-04-23 22:57:47.079077,1,1,1,1,1,1,318,96,10,0,0,0,27.95755615234375,36.041778564453125
2024-04-23 22:57:49.218955,1,2,2,1,2,2,339,103,10,0,0,0,27.95755615234375,36.011260986328125
2024-04-23 22:57:51.358883,0,1,1,0,1,1,333,101,10,0,0,0,27.979006347656245,35.973114013671875
2024-04-23 22:57:53.498835,1,2,2,1,2,2,360,110,10,0,0,0,27.968281249999997,35.942596435546875
2024-04-23 22:57:55.638697,2,2,2,2,2,2,405,123,21,0,0,0,27.989731445312493,35.805267333984375
2024-04-23 22:57:57.778584,2,2,2,2,2,2,393,119,21,0,0,0,27.979006347656245,35.790008544921875
2024-04-23 22:57:59.918660,1,2,2,1,2,2,426,134,27,0,0,0,27.968281249999997,35.805267333984375
2024-04-23 22:58:02.058611,1,2,2,1,2,2,447,141,23,0,0,0,27.979006347656245,35.828155517578125
2024-04-23 22:58:04.198572,2,3,3,2,3,3,441,141,21,0,0,0,27.968281249999997,35.660308837890625
2024-04-23 22:58:06.338469,2,2,2,2,2,2,474,152,23,0,0,0,27.979006347656245,35.706085205078125
2024-04-23 22:58:08.478317,1,2,2,1,2,2,474,147,23,0,0,0,27.95755615234375,35.683197021484375
2024-04-23 22:58:10.618185,1,2,2,1,2,2,486,153,23,0,0,0,27.968281249999997,35.706085205078125
2024-04-23 22:58:12.758096,2,2,2,2,2,2,414,131,12,0,0,0,27.989731445312493,35.759490966796875
2024-04-23 22:58:14.897976,1,2,2,1,2,2,459,146,12,0,0,0,27.968281249999997,35.683197021484375
2024-04-23 22:58:17.037996,1,1,1,1,1,1,426,135,6,0,0,0,27.979006347656245,35.591644287109375
2024-04-23 22:58:19.177828,1,2,2,1,2,2,393,124,8,0,0,0,27.989731445312493,35.599273681640625
2024-04-23 22:58:21.317725,1,1,1,1,1,1,345,108,4,0,0,0,27.979006347656245,35.606903076171875
2024-04-23 22:58:23.457625,1,1,1,1,1,1,318,99,2,0,0,0,28.011181640625004,35.637420654296875
2024-04-23 22:58:25.597466,1,1,1,1,1,1,333,109,2,0,0,0,28.00045654296874,35.614532470703125
2024-04-23 22:58:27.737347,0,1,1,0,1,1,321,105,6,0,0,0,27.989731445312493,35.522979736328125
2024-04-23 22:58:29.877190,2,2,2,2,2,2,354,116,6,0,0,0,27.989731445312493,35.584014892578125
2024-04-23 22:58:32.017228,2,2,2,2,2,2,339,109,10,0,0,0,28.00045654296874,35.637420654296875
2024-04-23 22:58:34.158321,2,2,2,2,2,2,333,107,14,0,0,0,27.989731445312493,35.667938232421875
2024-04-23 22:58:36.300063,1,1,1,1,1,1,345,111,12,0,0,0,28.00045654296874,35.645050048828125
2024-04-23 22:58:38.440058,1,1,1,1,1,1,378,122,18,0,0,0,28.011181640625004,35.652679443359375
2024-04-23 22:58:40.580227,2,3,3,2,3,3,426,138,20,0,0,0,28.0326318359375,35.629791259765625
2024-04-23 22:58:42.720210,1,2,2,1,2,2,405,133,20,0,0,0,28.0326318359375,35.645050048828125
2024-04-23 22:58:44.860109,2,2,2,2,2,2,390,128,16,0,0,0,28.0326318359375,35.576385498046875
2024-04-23 22:58:47.000318,2,2,2,2,2,2,384,121,16,0,0,0,28.0326318359375,35.439056396484375
2024-04-23 22:58:49.140362,1,2,2,1,2,2,366,117,12,0,0,0,28.04335693359375,35.347503662109375
2024-04-23 22:58:51.280412,0,1,1,0,1,1,372,119,10,0,0,0,28.054082031249997,35.347503662109375
2024-04-23 22:58:53.420369,1,2,2,1,2,2,372,119,10,0,0,0,28.064807128906246,35.423797607421875
2024-04-23 22:58:55.560315,1,2,2,1,2,2,366,115,4,0,0,0,28.054082031249997,35.370391845703125
2024-04-23 22:58:57.700331,0,0,0,0,0,0,315,98,4,0,0,0,28.064807128906246,35.255950927734375
2024-04-23 22:58:59.840538,0,0,0,0,0,0,309,96,4,0,0,0,28.054082031249997,35.149139404296875
2024-04-23 22:59:01.980645,0,0,0,0,0,0,324,92,4,0,0,0,28.075532226562494,35.027069091796875
2024-04-23 22:59:04.120756,1,1,3,1,1,3,330,97,6,2,2,2,28.054082031249997,35.095733642578125
2024-04-23 22:59:06.260691,0,0,2,0,0,2,369,110,8,2,2,2,28.064807128906246,35.126251220703125
2024-04-23 22:59:08.400627,0,0,2,0,0,2,357,106,6,2,2,2,28.075532226562494,34.904998779296875
2024-04-23 22:59:10.540622,1,1,3,1,1,3,366,106,6,2,2,2,28.064807128906246,34.752410888671875
2024-04-23 22:59:12.680638,0,0,2,0,0,2,381,113,6,2,2,2,28.064807128906246,34.828704833984375
2024-04-23 22:59:14.820601,1,1,3,1,1,3,360,106,4,2,2,2,28.064807128906246,34.897369384765625
2024-04-23 22:59:16.960589,1,1,3,1,1,3,360,106,4,2,2,2,28.086257324218742,34.927886962890625
